manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,review,rating,rating_category,B,S,S*,C,V,L,Sa,Cluster
Castronovo,U.S.A.,2019,Puerto Rico,Puerto Rico,70.0,3.0,"smooth, mellow, floral",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Castronovo,U.S.A.,2019,Mexico,"Xoconusco, criollo, batch 834",70.0,3.0,"smooth, caramel, dried fruit",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Castronovo,U.S.A.,2021,Peru,"Valle de Los Rios, batch 990",70.0,3.0,"complex, strawberry, floral",4.0,Outstanding,1,1,1,1,0,0,0,2
Castronovo,U.S.A.,2021,Venezuela,"Chuao, batch 1089",72.0,3.0,"mild strawberry, cocoa, acidic",4.0,Outstanding,1,1,1,1,0,0,0,2
Cello,U.S.A.,2014,Ecuador,Ecuador,70.0,3.0,"burnt rubber, leather",2.5,Disappointing,1,1,1,1,0,0,0,2
Cello,U.S.A.,2014,Peru,Peru,70.0,3.0,"mild fruit, off notes",2.75,Disappointing,1,1,1,1,0,0,0,2
Cello,U.S.A.,2014,Venezuela,Venezuela,70.0,3.0,"nutty, roasty, smokey",2.75,Disappointing,1,1,1,1,0,0,0,2
Cello,U.S.A.,2014,Bolivia,Bolivia,70.0,3.0,"creamy, woody, slight cherry",3.0,Recommended,1,1,1,1,0,0,0,2
Cemoi,France,2009,Ecuador,Equateur,72.0,3.0,"sticky, mild mint, bitter",2.75,Disappointing,1,1,1,1,0,0,0,2
Chaleur B,Canada,2014,Uganda,Uganda,70.0,3.0,"sandy, roasty, coffee",2.75,Disappointing,1,1,1,1,0,0,0,2
Chaleur B,Canada,2021,Madagascar,"Ambanja, Sambirano Valley",70.0,3.0,"cherry, sour milk, brownie",3.0,Recommended,1,1,1,1,0,0,0,2
Chaleur B,Canada,2021,Belize,Maya Mountain,70.0,3.0,"vanilla, sour, bubblegum",3.0,Recommended,1,1,1,1,0,0,0,2
Chaleur B,Canada,2021,Peru,"Maranon, nano-lot #709, bar# 371",72.0,3.0,"dominate grape, plastic off note",3.25,Recommended,1,1,1,1,0,0,0,2
Chapon,France,2017,Bolivia,"Beni, Cru Sauvage",74.0,2.0,"dark roast, rich cocoa",3.0,Recommended,1,1,1,0,0,0,0,0
Chapon,France,2018,Venezuela,"San Esteban (Chloe, Maria, Patrice)",68.0,3.0,"butter, roasty, cocoa, nutty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Charm School,U.S.A.,2016,Belize,Maya Mtn,70.0,3.0,"slightly metallic, woody, berry",3.25,Recommended,1,1,1,1,0,0,0,2
Chchukululu (Tulicorp),Ecuador,2008,Ecuador,Los Rios,75.0,3.0,"dry, sandy, cocoa",3.0,Recommended,1,1,1,1,0,0,0,2
Chchukululu (Tulicorp),Ecuador,2010,Ecuador,Arriba,55.0,3.0,"very sweet, very spicey",2.75,Disappointing,1,1,1,1,0,0,0,1
Chequessett,U.S.A.,2014,Costa Rica,la Amistad,70.0,3.0,"green, leafy",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Chequessett,U.S.A.,2018,Peru,Ucayali River,72.0,3.0,"spicy, chocolatey, atypical",3.0,Recommended,1,1,1,1,0,0,0,2
Chequessett,U.S.A.,2019,Ecuador,Costa Esmeraldas,72.0,3.0,"sl. chalky, floral, pure",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Chequessett,U.S.A.,2021,Colombia,Tumaco Narino,83.0,3.0,"early fruit, earthy, alcohol",3.25,Recommended,1,1,1,1,0,0,0,2
Chequessett,U.S.A.,2021,Dominican Republic,"Dominican Republic, ""Provincetown Dark""",69.0,3.0,"dried fruit, banana, sweet, vanilla",3.25,Recommended,1,1,1,1,0,0,0,2
Chloe Chocolat,France,2011,Blend,Blend No. 1,70.0,3.0,"cocoa, subtle peanut butter",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Chocablog,U.K.,2015,Ecuador,Ecuador,70.0,3.0,"floral, earthy",3.25,Recommended,1,1,1,1,0,0,0,2
Choco Del Sol,Germany,2014,Belize,Maya Mountain w/ nibs,75.0,2.0,"bland, mild choco & leather",3.0,Recommended,1,1,1,0,0,0,0,0
Choco Del Sol,Germany,2014,Belize,Maya Mountain,82.0,2.0,"powdery, bland, mild choco",3.25,Recommended,1,1,1,0,0,0,0,0
Choco Dong,South Korea,2015,Vietnam,"Mekong Delta, early 2014 Harvest",70.0,2.0,"roasty, sour milk, off note",2.75,Disappointing,1,1,1,0,0,0,0,0
Choco Dong,South Korea,2015,Malaysia,"Tawau, Oct. 2015 Harvest",70.0,2.0,"high roast, banana raspberry",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Chococard (Lapos),Hungary,2019,Nicaragua,La Dalia,72.0,3.0,"grassy, rubbery",2.5,Disappointing,1,1,1,1,0,0,0,2
Chococard (Lapos),Hungary,2019,Dominican Republic,Zorzal,71.0,3.0,"chunky, spicy, rubbery",3.25,Recommended,1,1,1,1,0,0,0,2
Chocolarder,U.K.,2015,Peru,"Peru, batch C7",65.0,2.0,"flat, metallic, floral",2.5,Disappointing,1,1,1,0,0,0,0,0
Chocolarder,U.K.,2015,Dominican Republic,"Dominican Republic, batch 5",80.0,2.0,"spicy, earthy off notes",2.5,Disappointing,1,1,1,0,0,0,0,0
Chocolarder,U.K.,2015,Peru,"Peru + nibs, batch C6",65.0,2.0,"flat, floral, medicinal",2.75,Disappointing,1,1,1,0,0,0,0,0
Chocolarder,U.K.,2019,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74.0,2.0,"sugar dominates, molasses",3.0,Recommended,1,1,1,0,0,0,0,0
Chocola'te,U.S.A.,2011,Madagascar,Madagascar,70.0,2.0,"mild, fruity then nutty",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Chocola'te,U.S.A.,2011,Venezuela,Venezuela,68.0,2.0,"mild, earthy, grassy",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Chocolate Alchemist-Philly,U.S.A.,2016,Peru,"Tumbes, ""Zarumilla""",90.0,2.0,"sticky, bitter, molasses, tart",2.5,Disappointing,1,1,1,0,0,0,0,0
Chocolate Alchemist-Philly,U.S.A.,2016,Blend,"Philly Blend, 5 plantations",80.0,2.0,"sticky, coconut, sour, bitter",2.5,Disappointing,1,1,1,0,0,0,0,0
Chocolate Con Amor,U.S.A.,2016,Bolivia,Wild Bolivian,70.0,2.0,"gritty, molasses, earthy",2.5,Disappointing,1,1,1,0,0,0,0,0
Chocolate Con Amor,U.S.A.,2016,Uganda,Uganda,70.0,2.0,"roasty, cocoa, molasses",2.75,Disappointing,1,1,1,0,0,0,0,0
Chocolate Con Amor,U.S.A.,2016,Nicaragua,Nicaragua,80.0,2.0,"nutty, roasty, bitter",2.75,Disappointing,1,1,1,0,0,0,0,0
Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,60.0,2.0,"gritty, sweet, molasses",3.0,Recommended,1,1,1,0,0,0,0,0
Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,75.0,2.0,"sandy, rich, roasty, earthy",3.0,Recommended,1,1,1,0,0,0,0,0
Chocolate Con Amor,U.S.A.,2016,Venezuela,Ocumare,80.0,2.0,"gritty, nutty, caramel",3.0,Recommended,1,1,1,0,0,0,0,0
Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,70.0,2.0,"molasses, tart, floral",3.25,Recommended,1,1,1,0,0,0,0,0
Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,74.0,3.0,"unrefined, odd, vegetal",2.75,Disappointing,1,1,1,1,0,0,0,2
Chocolate Makers,Amsterdam,2015,Dominican Republic,Tres Hombres,75.0,3.0,"earthy, coffee, mild, tang",3.25,Recommended,1,1,1,1,0,0,0,2
Chocolate Makers,Amsterdam,2015,Congo,"Congo, Gorilla bar",68.0,3.0,"bold, rich cocoa, coffee",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Chocolate Makers,Amsterdam,2015,Peru,"Peru, Awagum bar",80.0,3.0,"nuts, coffee, peanut butter",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Chocolate Tree,Scotland,2012,Ecuador,Ecuador,82.0,3.0,"sandy, fruity, burnt",2.5,Disappointing,1,1,1,1,0,0,0,2
Chocolate Tree,Scotland,2012,Peru,Peru,68.0,3.0,"sandy, sweet, cocoa",2.75,Disappointing,1,1,1,1,0,0,0,2
Chocolate Tree,Scotland,2012,Madagascar,Madagascar,72.0,3.0,"tart, bright fruit, sour coffee",3.25,Recommended,1,1,1,1,0,0,0,2
Chocolate Tree,Scotland,2013,Peru,Peru,70.0,2.0,"intense orange, floral notes",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Chocolate Tree,Scotland,2015,Peru,Maranon,69.0,3.0,"floral, orange, cocoa",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Chocolate Tree,Scotland,2015,Venezuela,Carenero Superior,80.0,2.0,"mild bitter, fruit, spice",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Chocolate Tree,Scotland,2021,Venezuela,Chuao,70.0,3.0,"nutty, mild dried fruit, sandy, off",2.75,Disappointing,1,1,1,1,0,0,0,2
Chocolates by Josh (Box Chocolate),U.S.A.,2018,Dominican Republic,Zorzal,72.0,3.0,"spicy, banana",3.25,Recommended,1,1,1,1,0,0,0,2
Chocolatoa,Belgium,2019,India,"Idukki Hills, GoGround, batch 0089",70.0,3.0,"nutty, honey, grassy",3.0,Recommended,1,1,1,1,0,0,0,2
Chocolats Privilege,Canada,2014,Mexico,Xoconusco,70.0,4.0,"fatty, vanilla, mass market",2.5,Disappointing,1,1,1,1,1,0,0,1
Chocolibrium,U.S.A.,2018,India,"Anamalai, Tamil Nadu",63.0,3.0,"sandy, tart, ham, sweet",2.5,Disappointing,1,1,1,1,0,0,0,2
Chocolibrium,U.S.A.,2018,Guatemala,"Monte Grande Plantation, Coatepeque",76.0,2.0,"high astringent, fruit, roasty",2.75,Disappointing,1,1,1,0,0,0,0,0
Chocolibrium,U.S.A.,2018,Peru,Ucayali,70.0,2.0,"sandy, sweet",2.75,Disappointing,1,1,1,0,0,0,0,0
ChocoReko,Japan,2015,Venezuela,Patanemo,77.0,3.0,"coarse, vegetal, nibby",3.0,Recommended,1,1,1,1,0,0,0,2
Chocosol,Canada,2011,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",65.0,3.0,"rustic,sweet, brownie, banana",3.25,Recommended,1,1,1,1,0,0,0,2
Chocosol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75.0,3.0,"grainy, sweet, whole bean",3.25,Recommended,1,1,1,1,0,0,0,2
Chocotenango,U.S.A.,2021,Guatemala,"Chivite, Cahabon River",70.0,2.0,"melon, mild spice, cocoa",3.25,Recommended,1,1,1,0,0,0,0,0
Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,73.0,2.0,"hazelnut, bold, strong roast",3.25,Recommended,1,1,1,0,0,0,0,0
Chocotenango,U.S.A.,2021,Belize,"Maya Mountain, Toledo",70.0,2.0,full flavor w/ dominant roast,3.5,Highly Recommended,1,1,1,0,0,0,0,0
Chocovic,Spain,2007,Ecuador,"Bolivar, Guaranda",71.0,4.0,"earthy, floral, mild bitter",2.5,Disappointing,1,1,1,1,0,1,0,1
Chocovic,Spain,2007,Grenada,Guyave,71.0,4.0,"sweet, cardboard",2.5,Disappointing,1,1,1,1,0,1,0,1
Chocovic,Spain,2007,Blend,Maragda,70.0,4.0,"sweet, marshmallow",3.0,Recommended,1,1,1,1,0,1,0,1
Chocovic,Spain,2008,Venezuela,Ocumare,71.0,4.0,"long lasting, cocoa base",3.5,Highly Recommended,1,1,1,1,0,1,0,1
Chocovic,Spain,2009,Blend,Kendari,60.0,4.0,"chewy, fudge-like, perfume",3.25,Recommended,1,1,1,1,0,1,0,1
Chocovic,Spain,2009,Blend,Tarakan,75.0,4.0,"oily, grassy, minty",3.25,Recommended,1,1,1,1,0,1,0,1
Chocovic,Spain,2010,Mexico,Xoconusco,71.0,4.0,"earthy, sweet",3.25,Recommended,1,1,1,1,0,1,0,1
Chocovic,Spain,2010,Madagascar,Sambirano,71.0,4.0,"spicey, cocoa",3.5,Highly Recommended,1,1,1,1,0,1,0,1
Chocovivo,U.S.A.,2015,Mexico,Tabasco,65.0,2.0,"coarse, sweet, sour, leathery",2.5,Disappointing,1,1,1,0,0,0,0,0
Chocovivo,U.S.A.,2015,Mexico,Tabasco,75.0,2.0,"gritty, mild bitter, off notes",2.5,Disappointing,1,1,1,0,0,0,0,0
Choklat,Canada,2009,Venezuela,Ocumare,80.0,4.0,"dry, ashey, medicinal",2.5,Disappointing,1,1,1,1,1,0,0,2
Choklat,Canada,2009,Mexico,"Porcelana, Tabasco",70.0,4.0,"fatty, cigarette butt, coffee",2.75,Disappointing,1,1,1,1,1,0,0,1
Choklat,Canada,2009,Brazil,Brazilian,70.0,4.0,"oily, muted, fruity",3.0,Recommended,1,1,1,1,1,0,0,1
Choklat,Canada,2009,Brazil,Brazilian,80.0,4.0,"roasty, tart, slight burnt",3.0,Recommended,1,1,1,1,1,0,0,2
Choklat,Canada,2009,Venezuela,Ocumare,70.0,4.0,"slow, fatty, subdued, nutty",3.0,Recommended,1,1,1,1,1,0,0,1
Chokola,U.S.A.,2020,Guatemala,"Verapaz, 2017 harvest, Batch 14",70.0,2.0,"rich, raisiny, molasses",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Chokola,U.S.A.,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75.0,2.0,"mild lemon, cocoa, crisp nibs",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Chokola,U.S.A.,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",70.0,2.0,"fruity, honey, cocoa, roasty",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Chokola,U.S.A.,2020,Madagascar,"Bejofo, 2019 H., Batch 20",67.0,2.0,"cherry, perfectly balanced roast",4.0,Outstanding,1,1,1,0,0,0,0,0
Chokola,U.S.A.,2021,Tanzania,"Kokoa Kamili, harvest 2018",75.0,2.0,"roasty, cocoa, sandy, coffee AT",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Chokola,U.S.A.,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",75.0,2.0,"hint of lemon, classic brownie",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Chokolat Elot (Girard),Martinique,2013,Martinique,Guadeloupe,42.0,4.0,"gritty, sweet, hot cocoa",2.75,Disappointing,1,1,1,0,1,1,0,1
Christophe Toury,U.S.A.,2018,Peru,"Ucayali, batch 1",70.0,2.0,"sweet, sandy, spicy",2.75,Disappointing,1,1,1,0,0,0,0,0
Christopher Elbow,U.S.A.,2018,Peru,Ucayali,75.0,3.0,"bold, spice, hit of anise",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Christopher Elbow,U.S.A.,2019,Vietnam,"Vietnam, Marou 2017 harvest",72.0,3.0,"roasty, hammy, nutty",3.0,Recommended,1,1,1,1,0,0,0,2
Christopher Elbow,U.S.A.,2019,Costa Rica,"Hacienda Azul, 2017 harvest",70.0,3.0,"cocoa, woody, basic",3.25,Recommended,1,1,1,1,0,0,0,2
Christopher Elbow,U.S.A.,2019,Ecuador,"Camino Verde, 2017 harvest",73.0,3.0,"rich cocoa, floral, acidic",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Christopher Elbow,U.S.A.,2019,Tanzania,"Kokoa Kamili, 2017 harvest",72.0,3.0,"basic cocoa,mild fruit, sweet",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Christopher Elbow,U.S.A.,2019,Dominican Republic,Oko Caribe,72.0,3.0,"smooth, spicy, cocoa",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Christopher Elbow,U.S.A.,2019,Brazil,"Fazenda Camboa, 2017 harvest",70.0,3.0,"creamy, dried fruit, nutty",4.0,Outstanding,1,1,1,1,0,0,0,2
Christopher Morel (Felchlin),Canada,2011,Peru,"Maranon Canyon, Fortunato No. 4",68.0,3.0,"oily, citrus, orange",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Chuao Chocolatier,U.S.A.,2009,Venezuela,Choroni,61.0,5.0,"sweet, peanut butter",3.0,Recommended,1,1,1,1,1,1,0,1
Chuao Chocolatier (Pralus),U.S.A.,2010,Venezuela,Chuao,77.0,3.0,"red berry, bitter, roasty, sour",2.75,Disappointing,1,1,1,1,0,0,0,2
Claudio Corallo,Sao Tome,2008,Blend,"Principe, Sao Tome & Principe",100.0,3.0,"chalky, musty, very bitter",1.0,Unpleasant,1,1,1,1,0,0,0,0
Claudio Corallo,Sao Tome,2008,Blend,Terreiro Velho P. w/ sugar crystals,80.0,3.0,"bitter, light lime, sour",3.0,Recommended,1,1,1,1,0,0,0,2
Claudio Corallo,Sao Tome,2008,Blend,"Terreiro Velho P., Sao Tome & Principe",75.0,3.0,"dry, sandy, cocoa, coffee",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Claudio Corallo,Sao Tome,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",73.5,2.0,"short,mild cocoa, mild fruit",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Cleveland Chocolate Company,U.S.A.,2021,Dominican Republic,Oko Caribe,70.0,3.0,"spice, earthy, honey, sour",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Cleveland Chocolate Company,U.S.A.,2021,Haiti,Pisa,79.0,3.0,"blueberry, sweet edge, pure",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Cloudforest,U.S.A.,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",73.0,2.0,"creamy, floral, bourbon",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Coco,Canada,2020,Peru,Ucayali,70.0,3.0,"balanced, anise, creamy",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Cocoa Carib,St. Lucia,2019,St. Lucia,St. Lucia,70.0,4.0,"raw, dirty, metallic, dry",2.25,Disappointing,1,1,1,1,1,0,0,1
Cocoa Forge,U.S.A.,2021,Peru,"Maranon, batch 244PEmaD",68.0,3.0,"molasses, dried fruit, tart, off",3.0,Recommended,1,1,1,1,0,0,0,2
Cocoa Forge,U.S.A.,2021,Madagascar,"Sambirano, batch 236MAsaD77",77.0,2.0,"Rich cocoa, tart, papery",3.25,Recommended,1,1,1,0,0,0,0,0
Cocoa Forge,U.S.A.,2021,Colombia,"Tumaco, batch 227COtm",70.0,3.0,"sweet, cocoa, cardboard off",3.25,Recommended,1,1,1,1,0,0,0,2
Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Carenero Superior,80.0,3.0,"very sour, mildly bitter",2.75,Disappointing,1,1,1,1,0,0,0,2
Compania de Chocolate (Salgado),Argentina,2008,Ecuador,Esmeraldas,88.0,3.0,"slightly burnt, mildly bitter",2.75,Disappointing,1,1,1,1,0,0,0,0
Compania de Chocolate (Salgado),Argentina,2008,Bolivia,Moxos,72.0,3.0,"dry, coffee, sour",3.25,Recommended,1,1,1,1,0,0,0,2
Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Ocumare,70.0,3.0,"minty, nutty, nutmeg",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Compania de Chocolate (Salgado),Argentina,2010,Venezuela,Sur del Lago,70.0,3.0,cocoa then roasted nut,3.25,Recommended,1,1,1,1,0,0,0,2
Condor,U.S.A.,2015,Ecuador,Camino Verde,76.0,2.0,"bold, roasty, sticky, brownie",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Confluence,U.S.A.,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",78.0,2.0,"woody, nutty, off sour note",2.75,Disappointing,1,1,1,0,0,0,0,0
Conjure,U.S.A.,2021,Philippines,Malah Na Bulong,70.0,3.0,"cocoa, grass, off notes",2.5,Disappointing,1,1,1,1,0,0,0,2
Conjure,U.S.A.,2021,Ivory Coast,"Ivory Coast, Rainforest Alliance, batch 7",70.0,3.0,"off, harsh, dirty, chemical",2.5,Disappointing,1,1,1,1,0,0,0,2
Conjure,U.S.A.,2021,Peru,Ucayali,68.0,3.0,"spicy, vanilla, sweet, cocoa",3.25,Recommended,1,1,1,1,0,0,0,2
Conjure,U.S.A.,2021,Tanzania,Kokoa Kamili,75.0,3.0,"cocoa, mild fruit",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2007,Madagascar,"Sambirano, Menava P.",72.0,3.0,"creamy, woodsy, cocoa",3.0,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2008,Mexico,"Porcelana, Tabasco, Mexico",72.0,3.0,"intense, tangy, berry, sour",3.0,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2008,Venezuela,"Porcelana, Venezuela",72.0,3.0,"lemon, sour, slight metallic",3.0,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",72.0,3.0,"creamy, buttery, non descript",3.0,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",62.0,3.0,"woodsy, nutty",3.25,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2009,Venezuela,Chuao 100hr,70.0,3.0,"slow, less intense berry, nutty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2009,Venezuela,Chuao 70hr,70.0,3.0,"dark berry, winey",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2010,Ecuador,"Los Rios, H. Iara",72.0,3.0,"harsh aroma, melon floral,off",2.5,Disappointing,1,1,1,1,0,0,0,2
Coppeneur,Germany,2010,Venezuela,Chuao,70.0,3.0,"fruity, bland",3.0,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2010,Trinidad,Trinidad,72.0,3.0,"dry, spicy, woody",3.0,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2010,Grenada,Grenada,72.0,3.0,coffee and cocoa,3.25,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2010,Jamaica,Jamaica,72.0,3.0,"oily, fatty, rum",3.25,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2010,Venezuela,Ocumare 61,72.0,3.0,"oily, coffee",3.25,Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2012,Ecuador,Ecuador Puristique,100.0,3.0,high intensity bitter,1.5,Unpleasant,1,1,1,1,0,0,0,0
Coppeneur,Germany,2012,Ghana,Ghana Puristique,85.0,3.0,"silky, minty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2012,Madagascar,Madagascar,70.0,3.0,"sandy, sweet, tart red berry",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2012,Blend,"Uba Budo, Sao Tome & Principe",72.0,3.0,"creamy, nutty, cocoa",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Coppeneur,Germany,2013,Ecuador,"Ecuador, Puristique",65.0,4.0,"oily, fragrant, spciy",3.25,Recommended,1,1,1,1,0,1,0,1
Coppeneur,Germany,2017,Ghana,Ghana,75.0,3.0,"oily, rich cocoa, nutty",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Cote d' Or (Kraft),Belgium,2006,Blend,Sensations Intense,70.0,3.0,this is not chocolate,1.0,Unpleasant,1,1,1,1,0,0,0,2
Cravve,Australia,2012,Tanzania,"Tanzania, batch a1",75.0,3.0,"spice, roasty, off fatty note",3.25,Recommended,1,1,1,1,0,0,0,2
Cravve,Australia,2012,Brazil,"Bahia, batch a1213",65.0,3.0,"sandy, sweet, smokey",3.25,Recommended,1,1,1,1,0,0,0,2
Cravve,Australia,2012,Fiji,"Namau Village, N. Taileva P., batch a2812",67.0,3.0,"acidic, sweet, cucumber",3.25,Recommended,1,1,1,1,0,0,0,2
Cravve,Australia,2012,Vanuatu,"Vanuatu, batch 2410",64.0,3.0,"sandy, sweet, spicy, roasty",3.25,Recommended,1,1,1,1,0,0,0,2
Cravve,Australia,2012,Papua New Guinea,"Djual Island, batch 1712",75.0,3.0,"sandy, sweet, nutty",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Cravve,Australia,2014,Papua New Guinea,"New Ireland, batch 1702",70.0,3.0,"true to sugar, molasses",2.5,Disappointing,1,1,1,1,0,0,0,2
Cravve,Australia,2014,Vanuatu,"Vanuatu, batch 2410",83.0,3.0,banana nut,2.75,Disappointing,1,1,1,1,0,0,0,2
Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",85.0,3.0,"oily, mild bitter, nutty, fruit",3.25,Recommended,1,1,1,1,0,0,0,2
Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",73.0,3.0,"creamy, complex, fruity",3.75,Highly Recommended,1,1,1,1,0,0,0,2
Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",70.0,2.0,"deep cherry, earthy, rubbery",3.25,Recommended,1,1,1,0,0,0,0,0
Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",70.0,2.0,"nutty, citrus",3.25,Recommended,1,1,1,0,0,0,0,0
Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",70.0,2.0,"bold, black tea, floral, banana",3.25,Recommended,1,1,1,0,0,0,0,0
Crow and Moss,U.S.A.,2020,Honduras,"Wampusirpi, batch 41",70.0,2.0,"banana, spicy, grassy",3.5,Highly Recommended,1,1,1,0,0,0,0,0
Crow and Moss,U.S.A.,2021,India,"Anamalai, Pollachi City, batch 148",70.0,2.0,"sticky, cocoa, honey",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Cultura,U.S.A.,2020,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",70.0,3.0,"sandy, sweet, basic cocoa base",3.25,Recommended,1,1,1,1,0,0,0,2
Cultura,U.S.A.,2020,Haiti,"Pisa, 2020 harvest, batch 20111",70.0,3.0,rich malt,3.5,Highly Recommended,1,1,1,1,0,0,0,2
Cultura,U.S.A.,2020,Belize,"Maya Mountain, 2020 harvest, batch 20107",75.0,3.0,"raspberry, cocoa",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",70.0,3.0,"raisins, honey, molassses",3.5,Highly Recommended,1,1,1,1,0,0,0,2
Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",73.0,2.0,"deep cocoa, fruit, melon",3.75,Highly Recommended,1,1,1,0,0,0,0,0
Daintree,Australia,2011,Australia,"Daintree Estates, N. Queensland",70.0,5.0,"vanilla, banana, citrus",3.25,Recommended,1,1,1,1,1,1,0,1
Daintree,Australia,2015,Australia,Goodman Estate,70.0,3.0,"sandy, candy like vanilla, off",2.75,Disappointing,1,1,1,1,0,0,0,2
Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",72.0,2.0,"hammy, sour, astringent",2.75,Disappointing,1,1,1,0,0,0,0,0
Damson,U.K.,2015,Grenada,Crayfish Bay aka Non Pariel Estate,70.0,3.0,"off, pungent, intense",2.25,Disappointing,1,1,1,1,0,0,0,2
Damson,U.K.,2015,Nicaragua,O'Payo,70.0,3.0,"oily, grapes, pungent",2.75,Disappointing,1,1,1,1,0,0,0,2
Damson,U.K.,2015,Trinidad,Robson Estate,70.0,3.0,"floral, sour, synthetic, off",3.0,Recommended,1,1,1,1,0,0,0,2
Damson,U.K.,2015,Ecuador,Los Rios,70.0,3.0,"floral, banana",3.5,Highly Recommended,1,1,1,1,0,0,0,2
